county,precinct,office,district,party,candidate,votes
Albany,RENSSELAERVILLE ED 1,State Assembly,102.0,REP,Christopher Tague,163
Albany,RENSSELAERVILLE ED 2,State Assembly,102.0,REP,Christopher Tague,157
Albany,RENSSELAERVILLE ED 3,State Assembly,102.0,REP,Christopher Tague,158
Albany,WESTERLO ED 1,State Assembly,102.0,REP,Christopher Tague,339
Albany,WESTERLO ED 2,State Assembly,102.0,REP,Christopher Tague,306
Albany,WESTERLO ED 3,State Assembly,102.0,REP,Christopher Tague,289
Albany,BERNE ED 1,State Assembly,102.0,DEM,Nicholas S. Chase,136
Albany,BERNE ED 2,State Assembly,102.0,DEM,Nicholas S. Chase,284
Albany,BERNE ED 3,State Assembly,102.0,DEM,Nicholas S. Chase,100
Albany,BETHLEHEM ED 18,State Assembly,102.0,DEM,Nicholas S. Chase,268
Albany,BETHLEHEM ED 28,State Assembly,102.0,DEM,Nicholas S. Chase,286
Albany,COEYMANS ED 1,State Assembly,102.0,DEM,Nicholas S. Chase,103
Albany,COEYMANS ED 2,State Assembly,102.0,DEM,Nicholas S. Chase,212
Albany,COEYMANS ED 3,State Assembly,102.0,DEM,Nicholas S. Chase,354
Albany,COEYMANS ED 4,State Assembly,102.0,DEM,Nicholas S. Chase,119
Albany,COEYMANS ED 5,State Assembly,102.0,DEM,Nicholas S. Chase,109
Albany,COEYMANS ED 6,State Assembly,102.0,DEM,Nicholas S. Chase,136
Albany,KNOX ED 1,State Assembly,102.0,DEM,Nicholas S. Chase,190
Albany,KNOX ED 2,State Assembly,102.0,DEM,Nicholas S. Chase,213
Albany,KNOX ED 3,State Assembly,102.0,DEM,Nicholas S. Chase,97
Albany,RENSSELAERVILLE ED 1,State Assembly,102.0,DEM,Nicholas S. Chase,174
Albany,RENSSELAERVILLE ED 2,State Assembly,102.0,DEM,Nicholas S. Chase,83
Albany,RENSSELAERVILLE ED 3,State Assembly,102.0,DEM,Nicholas S. Chase,78
Albany,WESTERLO ED 1,State Assembly,102.0,DEM,Nicholas S. Chase,145
Albany,WESTERLO ED 2,State Assembly,102.0,DEM,Nicholas S. Chase,166
Albany,WESTERLO ED 3,State Assembly,102.0,DEM,Nicholas S. Chase,109
Albany,BETHLEHEM ED 1,State Assembly,107.0,CON,Scott H. Bendett,67
Albany,BETHLEHEM ED 2,State Assembly,107.0,CON,Scott H. Bendett,71
Albany,BETHLEHEM ED 3,State Assembly,107.0,CON,Scott H. Bendett,31
Albany,BETHLEHEM ED 4,State Assembly,107.0,CON,Scott H. Bendett,49
Albany,BETHLEHEM ED 5,State Assembly,107.0,CON,Scott H. Bendett,74
Albany,BETHLEHEM ED 6,State Assembly,107.0,CON,Scott H. Bendett,70
Albany,BETHLEHEM ED 7,State Assembly,107.0,CON,Scott H. Bendett,55
Albany,BETHLEHEM ED 8,State Assembly,107.0,CON,Scott H. Bendett,67
Albany,BETHLEHEM ED 9,State Assembly,107.0,CON,Scott H. Bendett,49
Albany,BETHLEHEM ED 10,State Assembly,107.0,CON,Scott H. Bendett,38
Albany,BETHLEHEM ED 11,State Assembly,107.0,CON,Scott H. Bendett,39
Albany,BETHLEHEM ED 12,State Assembly,107.0,CON,Scott H. Bendett,52
Albany,BETHLEHEM ED 13,State Assembly,107.0,CON,Scott H. Bendett,41
Albany,BETHLEHEM ED 14,State Assembly,107.0,CON,Scott H. Bendett,46
Albany,BETHLEHEM ED 15,State Assembly,107.0,CON,Scott H. Bendett,42
Albany,BETHLEHEM ED 16,State Assembly,107.0,CON,Scott H. Bendett,56
Albany,BETHLEHEM ED 17,State Assembly,107.0,CON,Scott H. Bendett,44
Albany,BETHLEHEM ED 19,State Assembly,107.0,CON,Scott H. Bendett,52
Albany,BETHLEHEM ED 20,State Assembly,107.0,CON,Scott H. Bendett,47
Albany,BETHLEHEM ED 21,State Assembly,107.0,CON,Scott H. Bendett,101
Albany,BETHLEHEM ED 22,State Assembly,107.0,CON,Scott H. Bendett,51
Albany,BETHLEHEM ED 23,State Assembly,107.0,CON,Scott H. Bendett,101
Albany,BETHLEHEM ED 24,State Assembly,107.0,CON,Scott H. Bendett,73
Albany,BETHLEHEM ED 25,State Assembly,107.0,CON,Scott H. Bendett,52
Albany,BETHLEHEM ED 26,State Assembly,107.0,CON,Scott H. Bendett,59
Albany,BETHLEHEM ED 27,State Assembly,107.0,CON,Scott H. Bendett,57
Albany,BETHLEHEM ED 29,State Assembly,107.0,CON,Scott H. Bendett,16
Albany,BETHLEHEM ED 30,State Assembly,107.0,CON,Scott H. Bendett,17
Albany,BETHLEHEM ED 31,State Assembly,107.0,CON,Scott H. Bendett,2
Albany,BETHLEHEM ED 1,State Assembly,107.0,REP,Scott H. Bendett,274
Albany,BETHLEHEM ED 2,State Assembly,107.0,REP,Scott H. Bendett,268
Albany,BETHLEHEM ED 3,State Assembly,107.0,REP,Scott H. Bendett,173
Albany,BETHLEHEM ED 4,State Assembly,107.0,REP,Scott H. Bendett,175
Albany,BETHLEHEM ED 5,State Assembly,107.0,REP,Scott H. Bendett,308
Albany,BETHLEHEM ED 6,State Assembly,107.0,REP,Scott H. Bendett,309
Albany,BETHLEHEM ED 7,State Assembly,107.0,REP,Scott H. Bendett,163
Albany,BETHLEHEM ED 8,State Assembly,107.0,REP,Scott H. Bendett,225
Albany,BETHLEHEM ED 9,State Assembly,107.0,REP,Scott H. Bendett,164
Albany,BETHLEHEM ED 10,State Assembly,107.0,REP,Scott H. Bendett,123
Albany,BETHLEHEM ED 11 *,State Assembly,107.0,REP,Scott H. Bendett,156
Albany,BETHLEHEM ED 12,State Assembly,107.0,REP,Scott H. Bendett,189
Albany,BETHLEHEM ED 13,State Assembly,107.0,REP,Scott H. Bendett,212
Albany,BETHLEHEM ED 14,State Assembly,107.0,REP,Scott H. Bendett,118
Albany,BETHLEHEM ED 15,State Assembly,107.0,REP,Scott H. Bendett,170
Albany,BETHLEHEM ED 16,State Assembly,107.0,REP,Scott H. Bendett,173
Albany,BETHLEHEM ED 17,State Assembly,107.0,REP,Scott H. Bendett,197
Albany,BETHLEHEM ED 19,State Assembly,107.0,REP,Scott H. Bendett,274
Albany,BETHLEHEM ED 20,State Assembly,107.0,REP,Scott H. Bendett,255
Albany,BETHLEHEM ED 21,State Assembly,107.0,REP,Scott H. Bendett,360
Albany,BETHLEHEM ED 22,State Assembly,107.0,REP,Scott H. Bendett,247
Albany,BETHLEHEM ED 23,State Assembly,107.0,REP,Scott H. Bendett,358
Albany,BETHLEHEM ED 24,State Assembly,107.0,REP,Scott H. Bendett,350
Albany,BETHLEHEM ED 25,State Assembly,107.0,REP,Scott H. Bendett,210
Albany,BETHLEHEM ED 26,State Assembly,107.0,REP,Scott H. Bendett,295
Albany,BETHLEHEM ED 27,State Assembly,107.0,REP,Scott H. Bendett,228
Albany,BETHLEHEM ED 29,State Assembly,107.0,REP,Scott H. Bendett,119
Albany,BETHLEHEM ED 30,State Assembly,107.0,REP,Scott H. Bendett,124
Albany,BETHLEHEM ED 31,State Assembly,107.0,REP,Scott H. Bendett,12
Albany,COHOES WARD 1 ED 1,State Assembly,108.0,DEM,John T. McDonald III,119
Albany,COHOES WARD 1 ED 2,State Assembly,108.0,DEM,John T. McDonald III,165
Albany,COHOES WARD 1 ED 3,State Assembly,108.0,DEM,John T. McDonald III,149
Albany,COHOES WARD 2 ED 1,State Assembly,108.0,DEM,John T. McDonald III,144
Albany,COHOES WARD 2 ED 2,State Assembly,108.0,DEM,John T. McDonald III,153
Albany,COHOES WARD 2 ED 3,State Assembly,108.0,DEM,John T. McDonald III,43
Albany,COHOES WARD 2 ED 4,State Assembly,108.0,DEM,John T. McDonald III,2
Albany,COHOES WARD 2 ED 5,State Assembly,108.0,DEM,John T. McDonald III,47
Albany,COHOES WARD 2 ED 6,State Assembly,108.0,DEM,John T. McDonald III,2
Albany,COHOES WARD 3 ED 1,State Assembly,108.0,DEM,John T. McDonald III,141
Albany,COHOES WARD 3 ED 2,State Assembly,108.0,DEM,John T. McDonald III,98
Albany,COHOES WARD 3 ED 3,State Assembly,108.0,DEM,John T. McDonald III,123
Albany,COHOES WARD 3 ED 4,State Assembly,108.0,DEM,John T. McDonald III,34
Albany,COHOES WARD 4 ED 1,State Assembly,108.0,DEM,John T. McDonald III,105
Albany,COHOES WARD 4 ED 2,State Assembly,108.0,DEM,John T. McDonald III,290
Albany,COHOES WARD 4 ED 3,State Assembly,108.0,DEM,John T. McDonald III,121
Albany,COHOES WARD 4 ED 4,State Assembly,108.0,DEM,John T. McDonald III,314
Albany,COHOES WARD 5 ED 1,State Assembly,108.0,DEM,John T. McDonald III,133
Albany,COHOES WARD 5 ED 2,State Assembly,108.0,DEM,John T. McDonald III,247
Albany,COHOES WARD 5 ED 3,State Assembly,108.0,DEM,John T. McDonald III,145
Albany,COHOES WARD 5 ED 4,State Assembly,108.0,DEM,John T. McDonald III,204
Albany,COHOES WARD 5 ED 5,State Assembly,108.0,DEM,John T. McDonald III,93
Albany,COHOES WARD 6 ED 1,State Assembly,108.0,DEM,John T. McDonald III,217
Albany,COHOES WARD 6 ED 2,State Assembly,108.0,DEM,John T. McDonald III,104
Albany,COHOES WARD 6 ED 3,State Assembly,108.0,DEM,John T. McDonald III,159
Albany,COHOES WARD 6 ED 4,State Assembly,108.0,DEM,John T. McDonald III,248
Albany,WATERVLIET WARD 1 ED 1,State Assembly,108.0,DEM,John T. McDonald III,232
Albany,WATERVLIET WARD 1 ED 2,State Assembly,108.0,DEM,John T. McDonald III,152
Albany,WATERVLIET WARD 1 ED 3,State Assembly,108.0,DEM,John T. McDonald III,168
Albany,WATERVLIET WARD 2 ED 1,State Assembly,108.0,DEM,John T. McDonald III,100
Albany,WATERVLIET WARD 2 ED 2,State Assembly,108.0,DEM,John T. McDonald III,107
Albany,WATERVLIET WARD 2 ED 3,State Assembly,108.0,DEM,John T. McDonald III,67
Albany,WATERVLIET WARD 3 ED 1,State Assembly,108.0,DEM,John T. McDonald III,69
Albany,WATERVLIET WARD 3 ED 2,State Assembly,108.0,DEM,John T. McDonald III,95
Albany,WATERVLIET WARD 3 ED 3,State Assembly,108.0,DEM,John T. McDonald III,159
Albany,WATERVLIET WARD 4 ED 1,State Assembly,108.0,DEM,John T. McDonald III,151
Albany,WATERVLIET WARD 4 ED 2,State Assembly,108.0,DEM,John T. McDonald III,92
Albany,WATERVLIET WARD 4 ED 3,State Assembly,108.0,DEM,John T. McDonald III,147
Albany,WATERVLIET WARD 4 ED 4,State Assembly,108.0,DEM,John T. McDonald III,168
Albany,GREEN ISLAND ED 1,State Assembly,108.0,DEM,John T. McDonald III,277
Albany,GREEN ISLAND ED 2,State Assembly,108.0,DEM,John T. McDonald III,97
Albany,GREEN ISLAND ED 3,State Assembly,108.0,DEM,John T. McDonald III,79
Albany,GREEN ISLAND ED 4,State Assembly,108.0,DEM,John T. McDonald III,169
Albany,ALBANY WARD 1 ED 1,State Assembly,109.0,REP,Alicia Purdy,10
Albany,ALBANY WARD 1 ED 2,State Assembly,109.0,REP,Alicia Purdy,25
Albany,ALBANY WARD 1 ED 3,State Assembly,109.0,REP,Alicia Purdy,51
Albany,ALBANY WARD 1 ED 4,State Assembly,109.0,REP,Alicia Purdy,33
Albany,ALBANY WARD 1 ED 5,State Assembly,109.0,REP,Alicia Purdy,0
Albany,ALBANY WARD 1 ED 6,State Assembly,109.0,REP,Alicia Purdy,25
Albany,ALBANY WARD 1 ED 7,State Assembly,109.0,REP,Alicia Purdy,20
Albany,ALBANY WARD 1 ED 8,State Assembly,109.0,REP,Alicia Purdy,5
Albany,ALBANY WARD 1 ED 9,State Assembly,109.0,REP,Alicia Purdy,28
Albany,ALBANY WARD 1 ED 10,State Assembly,109.0,REP,Alicia Purdy,0
Albany,ALBANY WARD 2 ED 1,State Assembly,109.0,REP,Alicia Purdy,18
Albany,ALBANY WARD 2 ED 2,State Assembly,109.0,REP,Alicia Purdy,19
Albany,ALBANY WARD 2 ED 3,State Assembly,109.0,REP,Alicia Purdy,4
Albany,ALBANY WARD 2 ED 4,State Assembly,109.0,REP,Alicia Purdy,23
Albany,ALBANY WARD 2 ED 5,State Assembly,109.0,REP,Alicia Purdy,11
Albany,ALBANY WARD 2 ED 6,State Assembly,109.0,REP,Alicia Purdy,9
Albany,ALBANY WARD 2 ED 7,State Assembly,109.0,REP,Alicia Purdy,1
Albany,ALBANY WARD 2 ED 8,State Assembly,109.0,REP,Alicia Purdy,2
Albany,ALBANY WARD 2 ED 9,State Assembly,109.0,REP,Alicia Purdy,7
Albany,ALBANY WARD 2 ED 10,State Assembly,109.0,REP,Alicia Purdy,0
Albany,ALBANY WARD 3 ED 1,State Assembly,109.0,REP,Alicia Purdy,47
Albany,ALBANY WARD 3 ED 2,State Assembly,109.0,REP,Alicia Purdy,3
Albany,ALBANY WARD 3 ED 3,State Assembly,109.0,REP,Alicia Purdy,2
Albany,ALBANY WARD 3 ED 4,State Assembly,109.0,REP,Alicia Purdy,11
Albany,ALBANY WARD 3 ED 5,State Assembly,109.0,REP,Alicia Purdy,8
Albany,ALBANY WARD 3 ED 6,State Assembly,109.0,REP,Alicia Purdy,6
Albany,ALBANY WARD 3 ED 7,State Assembly,109.0,REP,Alicia Purdy,14
Albany,ALBANY WARD 3 ED 8,State Assembly,109.0,REP,Alicia Purdy,7
Albany,ALBANY WARD 3 ED 9,State Assembly,109.0,REP,Alicia Purdy,12
Albany,ALBANY WARD 3 ED 10,State Assembly,109.0,REP,Alicia Purdy,2
Albany,ALBANY WARD 4 ED 1,State Assembly,109.0,REP,Alicia Purdy,8
Albany,ALBANY WARD 4 ED 2,State Assembly,109.0,REP,Alicia Purdy,9
Albany,ALBANY WARD 4 ED 3,State Assembly,109.0,REP,Alicia Purdy,30
Albany,ALBANY WARD 4 ED 4,State Assembly,109.0,REP,Alicia Purdy,39
Albany,ALBANY WARD 4 ED 5,State Assembly,109.0,REP,Alicia Purdy,106
Albany,ALBANY WARD 4 ED 6,State Assembly,109.0,REP,Alicia Purdy,7
Albany,ALBANY WARD 5 ED 1,State Assembly,109.0,REP,Alicia Purdy,1
Albany,ALBANY WARD 5 ED 2,State Assembly,109.0,REP,Alicia Purdy,3
Albany,ALBANY WARD 5 ED 3,State Assembly,109.0,REP,Alicia Purdy,4
Albany,ALBANY WARD 5 ED 4,State Assembly,109.0,REP,Alicia Purdy,3
Albany,ALBANY WARD 5 ED 5,State Assembly,109.0,REP,Alicia Purdy,15
Albany,ALBANY WARD 5 ED 6,State Assembly,109.0,REP,Alicia Purdy,7
Albany,ALBANY WARD 5 ED 7,State Assembly,109.0,REP,Alicia Purdy,15
Albany,ALBANY WARD 6 ED 1,State Assembly,109.0,REP,Alicia Purdy,10
Albany,ALBANY WARD 6 ED 2,State Assembly,109.0,REP,Alicia Purdy,14
Albany,ALBANY WARD 6 ED 3,State Assembly,109.0,REP,Alicia Purdy,16
Albany,ALBANY WARD 6 ED 4,State Assembly,109.0,REP,Alicia Purdy,40
Albany,ALBANY WARD 6 ED 5,State Assembly,109.0,REP,Alicia Purdy,43
Albany,ALBANY WARD 6 ED 6,State Assembly,109.0,REP,Alicia Purdy,21
Albany,ALBANY WARD 6 ED 7,State Assembly,109.0,REP,Alicia Purdy,2
Albany,ALBANY WARD 6 ED 8,State Assembly,109.0,REP,Alicia Purdy,18
Albany,ALBANY WARD 7 ED 1,State Assembly,109.0,REP,Alicia Purdy,35
Albany,ALBANY WARD 7 ED 2,State Assembly,109.0,REP,Alicia Purdy,0
Albany,ALBANY WARD 7 ED 3,State Assembly,109.0,REP,Alicia Purdy,34
Albany,ALBANY WARD 7 ED 4,State Assembly,109.0,REP,Alicia Purdy,18
Albany,ALBANY WARD 7 ED 5,State Assembly,109.0,REP,Alicia Purdy,24
Albany,ALBANY WARD 7 ED 6,State Assembly,109.0,REP,Alicia Purdy,13
Albany,ALBANY WARD 7 ED 7,State Assembly,109.0,REP,Alicia Purdy,28
Albany,ALBANY WARD 7 ED 8,State Assembly,109.0,REP,Alicia Purdy,16
Albany,ALBANY WARD 8 ED 1,State Assembly,109.0,REP,Alicia Purdy,98
Albany,ALBANY WARD 8 ED 2,State Assembly,109.0,REP,Alicia Purdy,112
Albany,ALBANY WARD 8 ED 3,State Assembly,109.0,REP,Alicia Purdy,29
Albany,ALBANY WARD 8 ED 4,State Assembly,109.0,REP,Alicia Purdy,92
Albany,ALBANY WARD 8 ED 5,State Assembly,109.0,REP,Alicia Purdy,76
Albany,ALBANY WARD 8 ED 6,State Assembly,109.0,REP,Alicia Purdy,114
Albany,ALBANY WARD 8 ED 7,State Assembly,109.0,REP,Alicia Purdy,74
Albany,ALBANY WARD 8 ED 8,State Assembly,109.0,REP,Alicia Purdy,88
Albany,ALBANY WARD 8 ED 9,State Assembly,109.0,REP,Alicia Purdy,32
Albany,ALBANY WARD 9 ED 1,State Assembly,109.0,REP,Alicia Purdy,36
Albany,ALBANY WARD 9 ED 2,State Assembly,109.0,REP,Alicia Purdy,25
Albany,ALBANY WARD 9 ED 3,State Assembly,109.0,REP,Alicia Purdy,14
Albany,ALBANY WARD 9 ED 4,State Assembly,109.0,REP,Alicia Purdy,31
Albany,ALBANY WARD 9 ED 5,State Assembly,109.0,REP,Alicia Purdy,73
Albany,ALBANY WARD 9 ED 6,State Assembly,109.0,REP,Alicia Purdy,52
Albany,ALBANY WARD 9 ED 7,State Assembly,109.0,REP,Alicia Purdy,44
Albany,ALBANY WARD 9 ED 8,State Assembly,109.0,REP,Alicia Purdy,29
Albany,ALBANY WARD 9 ED 9,State Assembly,109.0,REP,Alicia Purdy,4
Albany,ALBANY WARD 10 ED 1,State Assembly,109.0,REP,Alicia Purdy,7
Albany,ALBANY WARD 10 ED 2,State Assembly,109.0,REP,Alicia Purdy,16
Albany,ALBANY WARD 10 ED 3,State Assembly,109.0,REP,Alicia Purdy,17
Albany,ALBANY WARD 10 ED 4,State Assembly,109.0,REP,Alicia Purdy,12
Albany,ALBANY WARD 10 ED 5,State Assembly,109.0,REP,Alicia Purdy,12
Albany,ALBANY WARD 10 ED 6,State Assembly,109.0,REP,Alicia Purdy,14
Albany,ALBANY WARD 10 ED 7,State Assembly,109.0,REP,Alicia Purdy,23
Albany,ALBANY WARD 10 ED 8,State Assembly,109.0,REP,Alicia Purdy,26
Albany,ALBANY WARD 10 ED 9,State Assembly,109.0,REP,Alicia Purdy,13
Albany,ALBANY WARD 11 ED 1,State Assembly,109.0,REP,Alicia Purdy,0
Albany,ALBANY WARD 11 ED 2,State Assembly,109.0,REP,Alicia Purdy,11
Albany,ALBANY WARD 11 ED 3,State Assembly,109.0,REP,Alicia Purdy,15
Albany,ALBANY WARD 11 ED 4,State Assembly,109.0,REP,Alicia Purdy,33
Albany,ALBANY WARD 11 ED 5,State Assembly,109.0,REP,Alicia Purdy,17
Albany,ALBANY WARD 11 ED 6,State Assembly,109.0,REP,Alicia Purdy,38
Albany,ALBANY WARD 11 ED 7,State Assembly,109.0,REP,Alicia Purdy,3
Albany,ALBANY WARD 11 ED 8,State Assembly,109.0,REP,Alicia Purdy,7
Albany,ALBANY WARD 11 ED 9,State Assembly,109.0,REP,Alicia Purdy,0
Albany,ALBANY WARD 11 ED 10,State Assembly,109.0,REP,Alicia Purdy,1
Albany,ALBANY WARD 12 ED 1,State Assembly,109.0,REP,Alicia Purdy,103
Albany,ALBANY WARD 12 ED 2,State Assembly,109.0,REP,Alicia Purdy,83
Albany,ALBANY WARD 12 ED 3,State Assembly,109.0,REP,Alicia Purdy,31
Albany,ALBANY WARD 12 ED 4,State Assembly,109.0,REP,Alicia Purdy,23
Albany,ALBANY WARD 12 ED 5,State Assembly,109.0,REP,Alicia Purdy,78
Albany,ALBANY WARD 12 ED 6,State Assembly,109.0,REP,Alicia Purdy,48
Albany,ALBANY WARD 12 ED 7,State Assembly,109.0,REP,Alicia Purdy,0
Albany,ALBANY WARD 12 ED 8,State Assembly,109.0,REP,Alicia Purdy,77
Albany,ALBANY WARD 12 ED 9,State Assembly,109.0,REP,Alicia Purdy,23
Albany,ALBANY WARD 13 ED 1,State Assembly,109.0,REP,Alicia Purdy,27
Albany,ALBANY WARD 13 ED 2,State Assembly,109.0,REP,Alicia Purdy,55
Albany,ALBANY WARD 13 ED 3,State Assembly,109.0,REP,Alicia Purdy,33
Albany,ALBANY WARD 13 ED 4,State Assembly,109.0,REP,Alicia Purdy,60
Albany,ALBANY WARD 13 ED 5,State Assembly,109.0,REP,Alicia Purdy,52
Albany,ALBANY WARD 13 ED 6,State Assembly,109.0,REP,Alicia Purdy,49
Albany,ALBANY WARD 13 ED 7,State Assembly,109.0,REP,Alicia Purdy,1
Albany,ALBANY WARD 14 ED 1,State Assembly,109.0,REP,Alicia Purdy,58
Albany,ALBANY WARD 14 ED 2,State Assembly,109.0,REP,Alicia Purdy,136
Albany,ALBANY WARD 14 ED 3,State Assembly,109.0,REP,Alicia Purdy,83
Albany,ALBANY WARD 14 ED 4,State Assembly,109.0,REP,Alicia Purdy,81
Albany,ALBANY WARD 14 ED 5,State Assembly,109.0,REP,Alicia Purdy,64
Albany,ALBANY WARD 14 ED 6,State Assembly,109.0,REP,Alicia Purdy,68
Albany,ALBANY WARD 14 ED 7,State Assembly,109.0,REP,Alicia Purdy,44
Albany,ALBANY WARD 14 ED 8,State Assembly,109.0,REP,Alicia Purdy,61
Albany,ALBANY WARD 14 ED 9,State Assembly,109.0,REP,Alicia Purdy,4
Albany,ALBANY WARD 15 ED 1,State Assembly,109.0,REP,Alicia Purdy,5
Albany,ALBANY WARD 15 ED 2,State Assembly,109.0,REP,Alicia Purdy,6
Albany,ALBANY WARD 15 ED 3,State Assembly,109.0,REP,Alicia Purdy,40
Albany,ALBANY WARD 15 ED 4,State Assembly,109.0,REP,Alicia Purdy,59
Albany,ALBANY WARD 15 ED 5,State Assembly,109.0,REP,Alicia Purdy,82
Albany,ALBANY WARD 15 ED 6,State Assembly,109.0,REP,Alicia Purdy,33
Albany,ALBANY WARD 15 ED 7,State Assembly,109.0,REP,Alicia Purdy,93
Albany,GUILDERLAND ED 1,State Assembly,109.0,REP,Alicia Purdy,0
Albany,GUILDERLAND ED 2,State Assembly,109.0,REP,Alicia Purdy,1
Albany,GUILDERLAND ED 3,State Assembly,109.0,REP,Alicia Purdy,87
Albany,GUILDERLAND ED 4,State Assembly,109.0,REP,Alicia Purdy,260
Albany,GUILDERLAND ED 5,State Assembly,109.0,REP,Alicia Purdy,130
Albany,GUILDERLAND ED 6,State Assembly,109.0,REP,Alicia Purdy,179
Albany,GUILDERLAND ED 7,State Assembly,109.0,REP,Alicia Purdy,268
Albany,GUILDERLAND ED 8,State Assembly,109.0,REP,Alicia Purdy,122
Albany,GUILDERLAND ED 9,State Assembly,109.0,REP,Alicia Purdy,171
Albany,GUILDERLAND ED 10,State Assembly,109.0,REP,Alicia Purdy,164
Albany,GUILDERLAND ED 11,State Assembly,109.0,REP,Alicia Purdy,224
Albany,GUILDERLAND ED 12,State Assembly,109.0,REP,Alicia Purdy,269
Albany,GUILDERLAND ED 13,State Assembly,109.0,REP,Alicia Purdy,209
Albany,GUILDERLAND ED 14,State Assembly,109.0,REP,Alicia Purdy,217
Albany,GUILDERLAND ED 22,State Assembly,109.0,REP,Alicia Purdy,272
Albany,GUILDERLAND ED 26,State Assembly,109.0,REP,Alicia Purdy,220
Albany,GUILDERLAND ED 27,State Assembly,109.0,REP,Alicia Purdy,124
Albany,GUILDERLAND ED 28,State Assembly,109.0,REP,Alicia Purdy,280
Albany,GUILDERLAND ED 29,State Assembly,109.0,REP,Alicia Purdy,196
Albany,GUILDERLAND ED 30,State Assembly,109.0,REP,Alicia Purdy,106
Albany,NEW SCOTLAND ED 1,State Assembly,109.0,REP,Alicia Purdy,247
Albany,NEW SCOTLAND ED 2,State Assembly,109.0,REP,Alicia Purdy,359
Albany,NEW SCOTLAND ED 3,State Assembly,109.0,REP,Alicia Purdy,183
Albany,NEW SCOTLAND ED 4,State Assembly,109.0,REP,Alicia Purdy,271
Albany,NEW SCOTLAND ED 5,State Assembly,109.0,REP,Alicia Purdy,288
Albany,NEW SCOTLAND ED 6,State Assembly,109.0,REP,Alicia Purdy,191
Albany,NEW SCOTLAND ED 7,State Assembly,109.0,REP,Alicia Purdy,288
Albany,NEW SCOTLAND ED 8,State Assembly,109.0,REP,Alicia Purdy,288
Albany,ALBANY WARD 1 ED 1,State Assembly,109.0,DEM,Patricia A. Fahy,42
Albany,ALBANY WARD 1 ED 2,State Assembly,109.0,DEM,Patricia A. Fahy,172
Albany,ALBANY WARD 1 ED 3,State Assembly,109.0,DEM,Patricia A. Fahy,194
Albany,ALBANY WARD 1 ED 4,State Assembly,109.0,DEM,Patricia A. Fahy,188
Albany,ALBANY WARD 1 ED 5,State Assembly,109.0,DEM,Patricia A. Fahy,10
Albany,ALBANY WARD 1 ED 6,State Assembly,109.0,DEM,Patricia A. Fahy,148
Albany,ALBANY WARD 1 ED 7,State Assembly,109.0,DEM,Patricia A. Fahy,197
Albany,ALBANY WARD 1 ED 8,State Assembly,109.0,DEM,Patricia A. Fahy,43
Albany,ALBANY WARD 1 ED 9,State Assembly,109.0,DEM,Patricia A. Fahy,140
Albany,ALBANY WARD 1 ED 10,State Assembly,109.0,DEM,Patricia A. Fahy,7
Albany,ALBANY WARD 2 ED 1,State Assembly,109.0,DEM,Patricia A. Fahy,121
Albany,ALBANY WARD 2 ED 2,State Assembly,109.0,DEM,Patricia A. Fahy,87
Albany,ALBANY WARD 2 ED 3,State Assembly,109.0,DEM,Patricia A. Fahy,50
Albany,ALBANY WARD 2 ED 4,State Assembly,109.0,DEM,Patricia A. Fahy,134
Albany,ALBANY WARD 2 ED 5,State Assembly,109.0,DEM,Patricia A. Fahy,124
Albany,ALBANY WARD 2 ED 6,State Assembly,109.0,DEM,Patricia A. Fahy,145
Albany,ALBANY WARD 2 ED 7,State Assembly,109.0,DEM,Patricia A. Fahy,0
Albany,ALBANY WARD 2 ED 8,State Assembly,109.0,DEM,Patricia A. Fahy,20
Albany,ALBANY WARD 2 ED 9,State Assembly,109.0,DEM,Patricia A. Fahy,69
Albany,ALBANY WARD 2 ED 10,State Assembly,109.0,DEM,Patricia A. Fahy,0
Albany,ALBANY WARD 3 ED 1,State Assembly,109.0,DEM,Patricia A. Fahy,211
Albany,ALBANY WARD 3 ED 2,State Assembly,109.0,DEM,Patricia A. Fahy,31
Albany,ALBANY WARD 3 ED 3,State Assembly,109.0,DEM,Patricia A. Fahy,12
Albany,ALBANY WARD 3 ED 4,State Assembly,109.0,DEM,Patricia A. Fahy,167
Albany,ALBANY WARD 3 ED 5,State Assembly,109.0,DEM,Patricia A. Fahy,42
Albany,ALBANY WARD 3 ED 6,State Assembly,109.0,DEM,Patricia A. Fahy,44
Albany,ALBANY WARD 3 ED 7,State Assembly,109.0,DEM,Patricia A. Fahy,90
Albany,ALBANY WARD 3 ED 8,State Assembly,109.0,DEM,Patricia A. Fahy,64
Albany,ALBANY WARD 3 ED 9,State Assembly,109.0,DEM,Patricia A. Fahy,73
Albany,ALBANY WARD 3 ED 10,State Assembly,109.0,DEM,Patricia A. Fahy,101
Albany,ALBANY WARD 4 ED 1,State Assembly,109.0,DEM,Patricia A. Fahy,69
Albany,ALBANY WARD 4 ED 2,State Assembly,109.0,DEM,Patricia A. Fahy,48
Albany,ALBANY WARD 4 ED 3,State Assembly,109.0,DEM,Patricia A. Fahy,135
Albany,ALBANY WARD 4 ED 4,State Assembly,109.0,DEM,Patricia A. Fahy,274
Albany,ALBANY WARD 4 ED 5,State Assembly,109.0,DEM,Patricia A. Fahy,276
Albany,ALBANY WARD 4 ED 6,State Assembly,109.0,DEM,Patricia A. Fahy,63
