county,precinct,office,district,party,candidate,votes
Albany,ALBANY WARD 1 ED 1,U.S. House,20.0,CON,Elizabeth L. Joy,1
Albany,ALBANY WARD 1 ED 2,U.S. House,20.0,CON,Elizabeth L. Joy,6
Albany,ALBANY WARD 1 ED 3,U.S. House,20.0,CON,Elizabeth L. Joy,5
Albany,ALBANY WARD 1 ED 4,U.S. House,20.0,CON,Elizabeth L. Joy,6
Albany,ALBANY WARD 1 ED 5,U.S. House,20.0,CON,Elizabeth L. Joy,1
Albany,ALBANY WARD 1 ED 6,U.S. House,20.0,CON,Elizabeth L. Joy,2
Albany,ALBANY WARD 1 ED 7,U.S. House,20.0,CON,Elizabeth L. Joy,6
Albany,ALBANY WARD 1 ED 8,U.S. House,20.0,CON,Elizabeth L. Joy,2
Albany,ALBANY WARD 1 ED 9,U.S. House,20.0,CON,Elizabeth L. Joy,2
Albany,ALBANY WARD 1 ED 10,U.S. House,20.0,CON,Elizabeth L. Joy,0
Albany,ALBANY WARD 2 ED 1,U.S. House,20.0,CON,Elizabeth L. Joy,5
Albany,ALBANY WARD 2 ED 2,U.S. House,20.0,CON,Elizabeth L. Joy,3
Albany,ALBANY WARD 2 ED 3,U.S. House,20.0,CON,Elizabeth L. Joy,0
Albany,ALBANY WARD 2 ED 4,U.S. House,20.0,CON,Elizabeth L. Joy,7
Albany,ALBANY WARD 2 ED 5,U.S. House,20.0,CON,Elizabeth L. Joy,1
Albany,ALBANY WARD 2 ED 6,U.S. House,20.0,CON,Elizabeth L. Joy,1
Albany,ALBANY WARD 2 ED 7,U.S. House,20.0,CON,Elizabeth L. Joy,0
Albany,ALBANY WARD 2 ED 8,U.S. House,20.0,CON,Elizabeth L. Joy,0
Albany,ALBANY WARD 2 ED 9,U.S. House,20.0,CON,Elizabeth L. Joy,0
Albany,ALBANY WARD 2 ED 10,U.S. House,20.0,CON,Elizabeth L. Joy,0
Albany,ALBANY WARD 3 ED 1,U.S. House,20.0,CON,Elizabeth L. Joy,10
Albany,ALBANY WARD 3 ED 2,U.S. House,20.0,CON,Elizabeth L. Joy,1
Albany,ALBANY WARD 3 ED 3,U.S. House,20.0,CON,Elizabeth L. Joy,0
Albany,ALBANY WARD 3 ED 4,U.S. House,20.0,CON,Elizabeth L. Joy,2
Albany,ALBANY WARD 3 ED 5,U.S. House,20.0,CON,Elizabeth L. Joy,1
Albany,ALBANY WARD 3 ED 6,U.S. House,20.0,CON,Elizabeth L. Joy,0
Albany,ALBANY WARD 3 ED 7,U.S. House,20.0,CON,Elizabeth L. Joy,1
Albany,ALBANY WARD 3 ED 8,U.S. House,20.0,CON,Elizabeth L. Joy,2
Albany,ALBANY WARD 3 ED 9,U.S. House,20.0,CON,Elizabeth L. Joy,1
Albany,ALBANY WARD 3 ED 10,U.S. House,20.0,CON,Elizabeth L. Joy,0
Albany,ALBANY WARD 4 ED 1,U.S. House,20.0,CON,Elizabeth L. Joy,0
Albany,ALBANY WARD 4 ED 2,U.S. House,20.0,CON,Elizabeth L. Joy,4
Albany,ALBANY WARD 4 ED 3,U.S. House,20.0,CON,Elizabeth L. Joy,5
Albany,ALBANY WARD 4 ED 4,U.S. House,20.0,CON,Elizabeth L. Joy,8
Albany,ALBANY WARD 4 ED 5,U.S. House,20.0,CON,Elizabeth L. Joy,13
Albany,ALBANY WARD 4 ED 6,U.S. House,20.0,CON,Elizabeth L. Joy,2
Albany,ALBANY WARD 5 ED 1,U.S. House,20.0,CON,Elizabeth L. Joy,3
Albany,ALBANY WARD 5 ED 2,U.S. House,20.0,CON,Elizabeth L. Joy,1
Albany,ALBANY WARD 5 ED 3,U.S. House,20.0,CON,Elizabeth L. Joy,0
Albany,ALBANY WARD 5 ED 4,U.S. House,20.0,CON,Elizabeth L. Joy,2
Albany,ALBANY WARD 5 ED 5,U.S. House,20.0,CON,Elizabeth L. Joy,4
Albany,ALBANY WARD 5 ED 6,U.S. House,20.0,CON,Elizabeth L. Joy,2
Albany,ALBANY WARD 5 ED 7,U.S. House,20.0,CON,Elizabeth L. Joy,1
Albany,ALBANY WARD 6 ED 1,U.S. House,20.0,CON,Elizabeth L. Joy,0
Albany,ALBANY WARD 6 ED 2,U.S. House,20.0,CON,Elizabeth L. Joy,2
Albany,ALBANY WARD 6 ED 3,U.S. House,20.0,CON,Elizabeth L. Joy,5
Albany,ALBANY WARD 6 ED 4,U.S. House,20.0,CON,Elizabeth L. Joy,7
Albany,ALBANY WARD 6 ED 5,U.S. House,20.0,CON,Elizabeth L. Joy,14
Albany,ALBANY WARD 6 ED 6,U.S. House,20.0,CON,Elizabeth L. Joy,3
Albany,ALBANY WARD 6 ED 7,U.S. House,20.0,CON,Elizabeth L. Joy,1
Albany,ALBANY WARD 6 ED 8,U.S. House,20.0,CON,Elizabeth L. Joy,7
Albany,ALBANY WARD 7 ED 1,U.S. House,20.0,CON,Elizabeth L. Joy,4
Albany,ALBANY WARD 7 ED 2,U.S. House,20.0,CON,Elizabeth L. Joy,0
Albany,ALBANY WARD 7 ED 3,U.S. House,20.0,CON,Elizabeth L. Joy,6
Albany,ALBANY WARD 7 ED 4,U.S. House,20.0,CON,Elizabeth L. Joy,2
Albany,ALBANY WARD 7 ED 5,U.S. House,20.0,CON,Elizabeth L. Joy,2
Albany,ALBANY WARD 7 ED 6,U.S. House,20.0,CON,Elizabeth L. Joy,1
Albany,ALBANY WARD 7 ED 7,U.S. House,20.0,CON,Elizabeth L. Joy,6
Albany,ALBANY WARD 7 ED 8,U.S. House,20.0,CON,Elizabeth L. Joy,0
Albany,ALBANY WARD 8 ED 1,U.S. House,20.0,CON,Elizabeth L. Joy,11
Albany,ALBANY WARD 8 ED 2,U.S. House,20.0,CON,Elizabeth L. Joy,12
Albany,ALBANY WARD 8 ED 3,U.S. House,20.0,CON,Elizabeth L. Joy,5
Albany,ALBANY WARD 8 ED 4,U.S. House,20.0,CON,Elizabeth L. Joy,16
Albany,ALBANY WARD 8 ED 5,U.S. House,20.0,CON,Elizabeth L. Joy,10
Albany,ALBANY WARD 8 ED 6,U.S. House,20.0,CON,Elizabeth L. Joy,22
Albany,ALBANY WARD 8 ED 7,U.S. House,20.0,CON,Elizabeth L. Joy,21
Albany,ALBANY WARD 8 ED 8,U.S. House,20.0,CON,Elizabeth L. Joy,22
Albany,ALBANY WARD 8 ED 9,U.S. House,20.0,CON,Elizabeth L. Joy,8
Albany,ALBANY WARD 9 ED 1,U.S. House,20.0,CON,Elizabeth L. Joy,7
Albany,ALBANY WARD 9 ED 2,U.S. House,20.0,CON,Elizabeth L. Joy,6
Albany,ALBANY WARD 9 ED 3,U.S. House,20.0,CON,Elizabeth L. Joy,4
Albany,ALBANY WARD 9 ED 4,U.S. House,20.0,CON,Elizabeth L. Joy,4
Albany,ALBANY WARD 9 ED 5,U.S. House,20.0,CON,Elizabeth L. Joy,10
Albany,ALBANY WARD 9 ED 6,U.S. House,20.0,CON,Elizabeth L. Joy,14
Albany,ALBANY WARD 9 ED 7,U.S. House,20.0,CON,Elizabeth L. Joy,15
Albany,ALBANY WARD 9 ED 8,U.S. House,20.0,CON,Elizabeth L. Joy,4
Albany,ALBANY WARD 9 ED 9,U.S. House,20.0,CON,Elizabeth L. Joy,2
Albany,ALBANY WARD 10 ED 1,U.S. House,20.0,CON,Elizabeth L. Joy,2
Albany,ALBANY WARD 10 ED 2,U.S. House,20.0,CON,Elizabeth L. Joy,2
Albany,ALBANY WARD 10 ED 3,U.S. House,20.0,CON,Elizabeth L. Joy,2
Albany,ALBANY WARD 10 ED 4,U.S. House,20.0,CON,Elizabeth L. Joy,2
Albany,ALBANY WARD 10 ED 5,U.S. House,20.0,CON,Elizabeth L. Joy,1
Albany,ALBANY WARD 10 ED 6,U.S. House,20.0,CON,Elizabeth L. Joy,6
Albany,ALBANY WARD 10 ED 7,U.S. House,20.0,CON,Elizabeth L. Joy,6
Albany,ALBANY WARD 10 ED 8,U.S. House,20.0,CON,Elizabeth L. Joy,5
Albany,ALBANY WARD 10 ED 9,U.S. House,20.0,CON,Elizabeth L. Joy,3
Albany,ALBANY WARD 11 ED 1,U.S. House,20.0,CON,Elizabeth L. Joy,0
Albany,ALBANY WARD 11 ED 2,U.S. House,20.0,CON,Elizabeth L. Joy,1
Albany,ALBANY WARD 11 ED 3,U.S. House,20.0,CON,Elizabeth L. Joy,1
Albany,ALBANY WARD 11 ED 4,U.S. House,20.0,CON,Elizabeth L. Joy,5
Albany,ALBANY WARD 11 ED 5,U.S. House,20.0,CON,Elizabeth L. Joy,2
Albany,ALBANY WARD 11 ED 6,U.S. House,20.0,CON,Elizabeth L. Joy,10
Albany,ALBANY WARD 11 ED 7,U.S. House,20.0,CON,Elizabeth L. Joy,1
Albany,ALBANY WARD 11 ED 8,U.S. House,20.0,CON,Elizabeth L. Joy,1
Albany,ALBANY WARD 11 ED 9,U.S. House,20.0,CON,Elizabeth L. Joy,1
Albany,ALBANY WARD 11 ED 10,U.S. House,20.0,CON,Elizabeth L. Joy,0
Albany,ALBANY WARD 12 ED 1,U.S. House,20.0,CON,Elizabeth L. Joy,13
Albany,ALBANY WARD 12 ED 2,U.S. House,20.0,CON,Elizabeth L. Joy,18
Albany,ALBANY WARD 12 ED 3,U.S. House,20.0,CON,Elizabeth L. Joy,3
Albany,ALBANY WARD 12 ED 4,U.S. House,20.0,CON,Elizabeth L. Joy,2
Albany,ALBANY WARD 12 ED 5,U.S. House,20.0,CON,Elizabeth L. Joy,17
Albany,ALBANY WARD 12 ED 6,U.S. House,20.0,CON,Elizabeth L. Joy,14
Albany,ALBANY WARD 12 ED 7,U.S. House,20.0,CON,Elizabeth L. Joy,0
Albany,ALBANY WARD 12 ED 8,U.S. House,20.0,CON,Elizabeth L. Joy,14
Albany,ALBANY WARD 12 ED 9,U.S. House,20.0,CON,Elizabeth L. Joy,2
Albany,ALBANY WARD 13 ED 1,U.S. House,20.0,CON,Elizabeth L. Joy,5
Albany,ALBANY WARD 13 ED 2,U.S. House,20.0,CON,Elizabeth L. Joy,9
Albany,ALBANY WARD 13 ED 3,U.S. House,20.0,CON,Elizabeth L. Joy,10
Albany,ALBANY WARD 13 ED 4,U.S. House,20.0,CON,Elizabeth L. Joy,8
Albany,ALBANY WARD 13 ED 5,U.S. House,20.0,CON,Elizabeth L. Joy,7
Albany,ALBANY WARD 13 ED 6,U.S. House,20.0,CON,Elizabeth L. Joy,7
Albany,ALBANY WARD 13 ED 7,U.S. House,20.0,CON,Elizabeth L. Joy,0
Albany,ALBANY WARD 14 ED 1,U.S. House,20.0,CON,Elizabeth L. Joy,6
Albany,ALBANY WARD 14 ED 2,U.S. House,20.0,CON,Elizabeth L. Joy,21
Albany,ALBANY WARD 14 ED 3,U.S. House,20.0,CON,Elizabeth L. Joy,17
Albany,ALBANY WARD 14 ED 4,U.S. House,20.0,CON,Elizabeth L. Joy,14
Albany,ALBANY WARD 14 ED 5,U.S. House,20.0,CON,Elizabeth L. Joy,9
Albany,ALBANY WARD 14 ED 6,U.S. House,20.0,CON,Elizabeth L. Joy,21
Albany,ALBANY WARD 14 ED 7,U.S. House,20.0,CON,Elizabeth L. Joy,12
Albany,ALBANY WARD 14 ED 8,U.S. House,20.0,CON,Elizabeth L. Joy,5
Albany,ALBANY WARD 14 ED 9,U.S. House,20.0,CON,Elizabeth L. Joy,3
Albany,ALBANY WARD 15 ED 1,U.S. House,20.0,CON,Elizabeth L. Joy,0
Albany,ALBANY WARD 15 ED 2,U.S. House,20.0,CON,Elizabeth L. Joy,1
Albany,ALBANY WARD 15 ED 3,U.S. House,20.0,CON,Elizabeth L. Joy,5
Albany,ALBANY WARD 15 ED 4,U.S. House,20.0,CON,Elizabeth L. Joy,11
Albany,ALBANY WARD 15 ED 5,U.S. House,20.0,CON,Elizabeth L. Joy,11
Albany,ALBANY WARD 15 ED 6,U.S. House,20.0,CON,Elizabeth L. Joy,3
Albany,ALBANY WARD 15 ED 7,U.S. House,20.0,CON,Elizabeth L. Joy,5
Albany,COHOES WARD 1 ED 1,U.S. House,20.0,CON,Elizabeth L. Joy,11
Albany,COHOES WARD 1 ED 2,U.S. House,20.0,CON,Elizabeth L. Joy,12
Albany,COHOES WARD 1 ED 3,U.S. House,20.0,CON,Elizabeth L. Joy,10
Albany,COHOES WARD 2 ED 1,U.S. House,20.0,CON,Elizabeth L. Joy,5
Albany,COHOES WARD 2 ED 2,U.S. House,20.0,CON,Elizabeth L. Joy,15
Albany,COHOES WARD 2 ED 3,U.S. House,20.0,CON,Elizabeth L. Joy,11
Albany,COHOES WARD 2 ED 4,U.S. House,20.0,CON,Elizabeth L. Joy,0
Albany,COHOES WARD 2 ED 5,U.S. House,20.0,CON,Elizabeth L. Joy,3
Albany,COHOES WARD 2 ED 6,U.S. House,20.0,CON,Elizabeth L. Joy,0
Albany,COHOES WARD 3 ED 1,U.S. House,20.0,CON,Elizabeth L. Joy,9
Albany,COHOES WARD 3 ED 2,U.S. House,20.0,CON,Elizabeth L. Joy,11
Albany,COHOES WARD 3 ED 3,U.S. House,20.0,CON,Elizabeth L. Joy,16
Albany,COHOES WARD 3 ED 4,U.S. House,20.0,CON,Elizabeth L. Joy,1
Albany,COHOES WARD 4 ED 1,U.S. House,20.0,CON,Elizabeth L. Joy,12
Albany,COHOES WARD 4 ED 2,U.S. House,20.0,CON,Elizabeth L. Joy,24
Albany,COHOES WARD 4 ED 3,U.S. House,20.0,CON,Elizabeth L. Joy,13
Albany,COHOES WARD 4 ED 4,U.S. House,20.0,CON,Elizabeth L. Joy,38
Albany,COHOES WARD 5 ED 1,U.S. House,20.0,CON,Elizabeth L. Joy,15
Albany,COHOES WARD 5 ED 2,U.S. House,20.0,CON,Elizabeth L. Joy,16
Albany,COHOES WARD 5 ED 3,U.S. House,20.0,CON,Elizabeth L. Joy,16
Albany,COHOES WARD 5 ED 4,U.S. House,20.0,CON,Elizabeth L. Joy,17
Albany,COHOES WARD 5 ED 5,U.S. House,20.0,CON,Elizabeth L. Joy,6
Albany,COHOES WARD 6 ED 1,U.S. House,20.0,CON,Elizabeth L. Joy,9
Albany,COHOES WARD 6 ED 2,U.S. House,20.0,CON,Elizabeth L. Joy,14
Albany,COHOES WARD 6 ED 3,U.S. House,20.0,CON,Elizabeth L. Joy,13
Albany,COHOES WARD 6 ED 4,U.S. House,20.0,CON,Elizabeth L. Joy,26
Albany,WATERVLIET WARD 1 ED 1,U.S. House,20.0,CON,Elizabeth L. Joy,17
Albany,WATERVLIET WARD 1 ED 2,U.S. House,20.0,CON,Elizabeth L. Joy,15
Albany,WATERVLIET WARD 1 ED 3,U.S. House,20.0,CON,Elizabeth L. Joy,16
Albany,WATERVLIET WARD 2 ED 1,U.S. House,20.0,CON,Elizabeth L. Joy,9
Albany,WATERVLIET WARD 2 ED 2,U.S. House,20.0,CON,Elizabeth L. Joy,9
Albany,WATERVLIET WARD 2 ED 3,U.S. House,20.0,CON,Elizabeth L. Joy,4
Albany,WATERVLIET WARD 3 ED 1,U.S. House,20.0,CON,Elizabeth L. Joy,4
Albany,WATERVLIET WARD 3 ED 2,U.S. House,20.0,CON,Elizabeth L. Joy,4
Albany,WATERVLIET WARD 3 ED 3,U.S. House,20.0,CON,Elizabeth L. Joy,13
Albany,WATERVLIET WARD 4 ED 1,U.S. House,20.0,CON,Elizabeth L. Joy,8
Albany,WATERVLIET WARD 4 ED 2,U.S. House,20.0,CON,Elizabeth L. Joy,9
Albany,WATERVLIET WARD 4 ED 3,U.S. House,20.0,CON,Elizabeth L. Joy,9
Albany,WATERVLIET WARD 4 ED 4,U.S. House,20.0,CON,Elizabeth L. Joy,11
Albany,BERNE ED 1,U.S. House,20.0,CON,Elizabeth L. Joy,56
Albany,BERNE ED 2,U.S. House,20.0,CON,Elizabeth L. Joy,76
Albany,BERNE ED 3,U.S. House,20.0,CON,Elizabeth L. Joy,49
Albany,BETHLEHEM ED 1,U.S. House,20.0,CON,Elizabeth L. Joy,40
Albany,BETHLEHEM ED 2,U.S. House,20.0,CON,Elizabeth L. Joy,38
Albany,BETHLEHEM ED 3,U.S. House,20.0,CON,Elizabeth L. Joy,20
Albany,BETHLEHEM ED 4,U.S. House,20.0,CON,Elizabeth L. Joy,33
Albany,BETHLEHEM ED 5,U.S. House,20.0,CON,Elizabeth L. Joy,51
Albany,BETHLEHEM ED 6,U.S. House,20.0,CON,Elizabeth L. Joy,41
Albany,BETHLEHEM ED 7,U.S. House,20.0,CON,Elizabeth L. Joy,30
Albany,BETHLEHEM ED 8,U.S. House,20.0,CON,Elizabeth L. Joy,39
Albany,BETHLEHEM ED 9,U.S. House,20.0,CON,Elizabeth L. Joy,32
Albany,BETHLEHEM ED 10,U.S. House,20.0,CON,Elizabeth L. Joy,19
Albany,BETHLEHEM ED 11,U.S. House,20.0,CON,Elizabeth L. Joy,28
Albany,BETHLEHEM ED 12,U.S. House,20.0,CON,Elizabeth L. Joy,31
Albany,BETHLEHEM ED 13,U.S. House,20.0,CON,Elizabeth L. Joy,25
Albany,BETHLEHEM ED 14,U.S. House,20.0,CON,Elizabeth L. Joy,32
Albany,BETHLEHEM ED 15,U.S. House,20.0,CON,Elizabeth L. Joy,22
Albany,BETHLEHEM ED 16,U.S. House,20.0,CON,Elizabeth L. Joy,39
Albany,BETHLEHEM ED 17,U.S. House,20.0,CON,Elizabeth L. Joy,25
Albany,BETHLEHEM ED 18 *,U.S. House,20.0,CON,Elizabeth L. Joy,67
Albany,BETHLEHEM ED 19,U.S. House,20.0,CON,Elizabeth L. Joy,29
Albany,BETHLEHEM ED 20,U.S. House,20.0,CON,Elizabeth L. Joy,28
Albany,BETHLEHEM ED 21,U.S. House,20.0,CON,Elizabeth L. Joy,67
Albany,BETHLEHEM ED 22,U.S. House,20.0,CON,Elizabeth L. Joy,38
Albany,BETHLEHEM ED 23,U.S. House,20.0,CON,Elizabeth L. Joy,60
Albany,BETHLEHEM ED 24,U.S. House,20.0,CON,Elizabeth L. Joy,47
Albany,BETHLEHEM ED 25,U.S. House,20.0,CON,Elizabeth L. Joy,33
Albany,BETHLEHEM ED 26,U.S. House,20.0,CON,Elizabeth L. Joy,33
Albany,BETHLEHEM ED 27,U.S. House,20.0,CON,Elizabeth L. Joy,40
Albany,BETHLEHEM ED 28,U.S. House,20.0,CON,Elizabeth L. Joy,66
Albany,BETHLEHEM ED 29,U.S. House,20.0,CON,Elizabeth L. Joy,11
Albany,BETHLEHEM ED 30,U.S. House,20.0,CON,Elizabeth L. Joy,13
Albany,BETHLEHEM ED 31,U.S. House,20.0,CON,Elizabeth L. Joy,3
Albany,COEYMANS ED 1,U.S. House,20.0,CON,Elizabeth L. Joy,30
Albany,COEYMANS ED 2,U.S. House,20.0,CON,Elizabeth L. Joy,76
Albany,COEYMANS ED 3,U.S. House,20.0,CON,Elizabeth L. Joy,110
Albany,COEYMANS ED 4,U.S. House,20.0,CON,Elizabeth L. Joy,45
Albany,COEYMANS ED 5,U.S. House,20.0,CON,Elizabeth L. Joy,72
Albany,COEYMANS ED 6,U.S. House,20.0,CON,Elizabeth L. Joy,106
Albany,COLONIE ED 1,U.S. House,20.0,CON,Elizabeth L. Joy,22
Albany,COLONIE ED 2,U.S. House,20.0,CON,Elizabeth L. Joy,38
Albany,COLONIE ED 3,U.S. House,20.0,CON,Elizabeth L. Joy,20
Albany,COLONIE ED 4,U.S. House,20.0,CON,Elizabeth L. Joy,39
Albany,COLONIE ED 5,U.S. House,20.0,CON,Elizabeth L. Joy,17
Albany,COLONIE ED 6,U.S. House,20.0,CON,Elizabeth L. Joy,46
Albany,COLONIE ED 7,U.S. House,20.0,CON,Elizabeth L. Joy,31
Albany,COLONIE ED 8,U.S. House,20.0,CON,Elizabeth L. Joy,34
Albany,COLONIE ED 9,U.S. House,20.0,CON,Elizabeth L. Joy,24
Albany,COLONIE ED 10,U.S. House,20.0,CON,Elizabeth L. Joy,20
Albany,COLONIE ED 11,U.S. House,20.0,CON,Elizabeth L. Joy,51
Albany,COLONIE ED 12,U.S. House,20.0,CON,Elizabeth L. Joy,41
Albany,COLONIE ED 13,U.S. House,20.0,CON,Elizabeth L. Joy,41
Albany,COLONIE ED 14,U.S. House,20.0,CON,Elizabeth L. Joy,22
Albany,COLONIE ED 15,U.S. House,20.0,CON,Elizabeth L. Joy,29
Albany,COLONIE ED 16,U.S. House,20.0,CON,Elizabeth L. Joy,35
Albany,COLONIE ED 17,U.S. House,20.0,CON,Elizabeth L. Joy,29
Albany,COLONIE ED 18,U.S. House,20.0,CON,Elizabeth L. Joy,38
Albany,COLONIE ED 19,U.S. House,20.0,CON,Elizabeth L. Joy,36
Albany,COLONIE ED 20,U.S. House,20.0,CON,Elizabeth L. Joy,22
Albany,COLONIE ED 21,U.S. House,20.0,CON,Elizabeth L. Joy,40
Albany,COLONIE ED 22,U.S. House,20.0,CON,Elizabeth L. Joy,32
Albany,COLONIE ED 23,U.S. House,20.0,CON,Elizabeth L. Joy,31
Albany,COLONIE ED 24,U.S. House,20.0,CON,Elizabeth L. Joy,34
Albany,COLONIE ED 25,U.S. House,20.0,CON,Elizabeth L. Joy,28
Albany,COLONIE ED 26,U.S. House,20.0,CON,Elizabeth L. Joy,65
Albany,COLONIE ED 27,U.S. House,20.0,CON,Elizabeth L. Joy,45
Albany,COLONIE ED 28,U.S. House,20.0,CON,Elizabeth L. Joy,48
Albany,COHOES WARD 3 ED 4,U.S. House,20.0,CON,Elizabeth L. Joy,1
Albany,COLONIE ED 29,U.S. House,20.0,CON,Elizabeth L. Joy,33
Albany,COLONIE ED 30,U.S. House,20.0,CON,Elizabeth L. Joy,53
Albany,COLONIE ED 31,U.S. House,20.0,CON,Elizabeth L. Joy,52
Albany,COLONIE ED 32,U.S. House,20.0,CON,Elizabeth L. Joy,20
Albany,COLONIE ED 33,U.S. House,20.0,CON,Elizabeth L. Joy,18
Albany,COLONIE ED 34,U.S. House,20.0,CON,Elizabeth L. Joy,54
Albany,COLONIE ED 35,U.S. House,20.0,CON,Elizabeth L. Joy,39
Albany,COLONIE ED 36,U.S. House,20.0,CON,Elizabeth L. Joy,48
Albany,COLONIE ED 37,U.S. House,20.0,CON,Elizabeth L. Joy,39
Albany,COLONIE ED 38,U.S. House,20.0,CON,Elizabeth L. Joy,27
Albany,COLONIE ED 39,U.S. House,20.0,CON,Elizabeth L. Joy,50
Albany,COLONIE ED 40,U.S. House,20.0,CON,Elizabeth L. Joy,30
Albany,COLONIE ED 41,U.S. House,20.0,CON,Elizabeth L. Joy,51
Albany,COLONIE ED 42,U.S. House,20.0,CON,Elizabeth L. Joy,44
Albany,COLONIE ED 43,U.S. House,20.0,CON,Elizabeth L. Joy,34
Albany,COLONIE ED 44,U.S. House,20.0,CON,Elizabeth L. Joy,34
Albany,COLONIE ED 45,U.S. House,20.0,CON,Elizabeth L. Joy,23
Albany,COLONIE ED 46,U.S. House,20.0,CON,Elizabeth L. Joy,55
Albany,COLONIE ED 47,U.S. House,20.0,CON,Elizabeth L. Joy,29
Albany,COLONIE ED 48,U.S. House,20.0,CON,Elizabeth L. Joy,54
Albany,COLONIE ED 49,U.S. House,20.0,CON,Elizabeth L. Joy,31
Albany,COLONIE ED 50,U.S. House,20.0,CON,Elizabeth L. Joy,41
Albany,COLONIE ED 51,U.S. House,20.0,CON,Elizabeth L. Joy,49
Albany,COLONIE ED 52,U.S. House,20.0,CON,Elizabeth L. Joy,41
Albany,COLONIE ED 53,U.S. House,20.0,CON,Elizabeth L. Joy,38
Albany,COLONIE ED 54,U.S. House,20.0,CON,Elizabeth L. Joy,30
Albany,COLONIE ED 55,U.S. House,20.0,CON,Elizabeth L. Joy,26
Albany,COLONIE ED 56,U.S. House,20.0,CON,Elizabeth L. Joy,44
Albany,COLONIE ED 57,U.S. House,20.0,CON,Elizabeth L. Joy,32
Albany,COLONIE ED 58,U.S. House,20.0,CON,Elizabeth L. Joy,21
Albany,COLONIE ED 59,U.S. House,20.0,CON,Elizabeth L. Joy,57
Albany,COLONIE ED 60,U.S. House,20.0,CON,Elizabeth L. Joy,28
Albany,COLONIE ED 61,U.S. House,20.0,CON,Elizabeth L. Joy,23
Albany,GREEN ISLAND ED 1,U.S. House,20.0,CON,Elizabeth L. Joy,22
Albany,GREEN ISLAND ED 2,U.S. House,20.0,CON,Elizabeth L. Joy,9
Albany,GREEN ISLAND ED 3,U.S. House,20.0,CON,Elizabeth L. Joy,9
Albany,GREEN ISLAND ED 4,U.S. House,20.0,CON,Elizabeth L. Joy,20
Albany,GUILDERLAND ED 1,U.S. House,20.0,CON,Elizabeth L. Joy,0
Albany,GUILDERLAND ED 2,U.S. House,20.0,CON,Elizabeth L. Joy,0
Albany,GUILDERLAND ED 3,U.S. House,20.0,CON,Elizabeth L. Joy,20
Albany,GUILDERLAND ED 4,U.S. House,20.0,CON,Elizabeth L. Joy,31
Albany,GUILDERLAND ED 5,U.S. House,20.0,CON,Elizabeth L. Joy,37
Albany,GUILDERLAND ED 6,U.S. House,20.0,CON,Elizabeth L. Joy,29
Albany,GUILDERLAND ED 7,U.S. House,20.0,CON,Elizabeth L. Joy,37
Albany,GUILDERLAND ED 8,U.S. House,20.0,CON,Elizabeth L. Joy,20
Albany,GUILDERLAND ED 9,U.S. House,20.0,CON,Elizabeth L. Joy,32
Albany,GUILDERLAND ED 10,U.S. House,20.0,CON,Elizabeth L. Joy,36
Albany,GUILDERLAND ED 11,U.S. House,20.0,CON,Elizabeth L. Joy,35
Albany,GUILDERLAND ED 12,U.S. House,20.0,CON,Elizabeth L. Joy,40
Albany,GUILDERLAND ED 13,U.S. House,20.0,CON,Elizabeth L. Joy,28
Albany,GUILDERLAND ED 14,U.S. House,20.0,CON,Elizabeth L. Joy,34
Albany,GUILDERLAND ED 15,U.S. House,20.0,CON,Elizabeth L. Joy,40
Albany,GUILDERLAND ED 16,U.S. House,20.0,CON,Elizabeth L. Joy,46
Albany,GUILDERLAND ED 17,U.S. House,20.0,CON,Elizabeth L. Joy,41
Albany,GUILDERLAND ED 18,U.S. House,20.0,CON,Elizabeth L. Joy,67
Albany,GUILDERLAND ED 19,U.S. House,20.0,CON,Elizabeth L. Joy,36
Albany,GUILDERLAND ED 20,U.S. House,20.0,CON,Elizabeth L. Joy,32
Albany,GUILDERLAND ED 21,U.S. House,20.0,CON,Elizabeth L. Joy,47
Albany,GUILDERLAND ED 22,U.S. House,20.0,CON,Elizabeth L. Joy,51
Albany,GUILDERLAND ED 23,U.S. House,20.0,CON,Elizabeth L. Joy,31
Albany,GUILDERLAND ED 24,U.S. House,20.0,CON,Elizabeth L. Joy,47
Albany,GUILDERLAND ED 25,U.S. House,20.0,CON,Elizabeth L. Joy,63
Albany,GUILDERLAND ED 26,U.S. House,20.0,CON,Elizabeth L. Joy,59
Albany,GUILDERLAND ED 27,U.S. House,20.0,CON,Elizabeth L. Joy,23
Albany,GUILDERLAND ED 28,U.S. House,20.0,CON,Elizabeth L. Joy,70
Albany,GUILDERLAND ED 29,U.S. House,20.0,CON,Elizabeth L. Joy,41
Albany,GUILDERLAND ED 30,U.S. House,20.0,CON,Elizabeth L. Joy,26
Albany,KNOX ED 1,U.S. House,20.0,CON,Elizabeth L. Joy,43
Albany,KNOX ED 2,U.S. House,20.0,CON,Elizabeth L. Joy,76
Albany,KNOX ED 3,U.S. House,20.0,CON,Elizabeth L. Joy,30
Albany,NEW SCOTLAND ED 1,U.S. House,20.0,CON,Elizabeth L. Joy,61
Albany,NEW SCOTLAND ED 2,U.S. House,20.0,CON,Elizabeth L. Joy,75
Albany,NEW SCOTLAND ED 3,U.S. House,20.0,CON,Elizabeth L. Joy,36
Albany,NEW SCOTLAND ED 4,U.S. House,20.0,CON,Elizabeth L. Joy,61
